key,intact_key,status,fire_pixels,smoke_pixels
mbt7_head-core_damaged,mbt7_head-core_intact,no_high_confidence_fire_smoke,0,0
mbt7_head-core_critical,mbt7_head-core_intact,no_high_confidence_fire_smoke,0,0
mbt7_left-claw_damaged,mbt7_left-claw_intact,no_high_confidence_fire_smoke,0,0
mbt7_left-claw_critical,mbt7_left-claw_intact,no_high_confidence_fire_smoke,0,0
mbt7_right-claw_damaged,mbt7_right-claw_intact,no_high_confidence_fire_smoke,0,0
mbt7_right-claw_critical,mbt7_right-claw_intact,no_high_confidence_fire_smoke,0,0
mbt7_tail-blade_damaged,mbt7_tail-blade_intact,no_high_confidence_fire_smoke,0,0
mbt7_tail-blade_critical,mbt7_tail-blade_intact,no_high_confidence_fire_smoke,0,0
mbw4_command-core_damaged,mbw4_command-core_intact,candidate_generated,156,0
mbw4_command-core_critical,mbw4_command-core_intact,candidate_generated,338,0
mbw4_nose_damaged,mbw4_nose_intact,candidate_generated,132,0
mbw4_nose_critical,mbw4_nose_intact,candidate_generated,291,0
mbw4_tail_damaged,mbw4_tail_intact,candidate_generated,215,0
mbw4_tail_critical,mbw4_tail_intact,candidate_generated,217,0
ntxl_assembled_critical,ntxl_assembled_intact,size_mismatch,0,0
ntxl_assembled_damaged,ntxl_assembled_intact,size_mismatch,0,0
nrmp_assembled_critical,nrmp_assembled_intact,size_mismatch,0,0
nslc_assembled_critical,nslc_assembled_intact,size_mismatch,0,0
nrmp_left_fortress_wing_critical,nrmp_left_fortress_wing_intact,size_mismatch,0,0
ncyc_assembled_critical,ncyc_assembled_intact,size_mismatch,0,0
nrmp_assembled_damaged,nrmp_assembled_intact,size_mismatch,0,0
ncyc_assembled_damaged,ncyc_assembled_intact,size_mismatch,0,0
nslc_assembled_damaged,nslc_assembled_intact,size_mismatch,0,0
nlgt_assembled_damaged,nlgt_assembled_intact,size_mismatch,0,0
nmrv_assembled_critical,nmrv_assembled_intact,candidate_generated,0,1411
nmrv_assembled_damaged,nmrv_assembled_intact,no_high_confidence_fire_smoke,0,0
nlgt_assembled_critical,nlgt_assembled_intact,size_mismatch,0,0
nrmp_left_fortress_wing_damaged,nrmp_left_fortress_wing_intact,candidate_generated,9,0
nrmp_right_fortress_wing_critical,nrmp_right_fortress_wing_intact,size_mismatch,0,0
nrmp_right_fortress_wing_damaged,nrmp_right_fortress_wing_intact,no_high_confidence_fire_smoke,0,0
ncyc_right_wing_damaged,ncyc_right_wing_intact,size_mismatch,0,0
ncyc_left_wing_critical,ncyc_left_wing_intact,size_mismatch,0,0
ncyc_right_wing_critical,ncyc_right_wing_intact,size_mismatch,0,0
ncyc_left_wing_damaged,ncyc_left_wing_intact,size_mismatch,0,0
nsx_cb_core_torso_critical,nsx_cb_core_torso_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_head_critical,nsx_cb_head_intact,candidate_generated,0,532
nsx_cb_left_cannon_arm_critical,nsx_cb_left_cannon_arm_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_left_lower_engine_critical,nsx_cb_left_lower_engine_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_left_wing_critical,nsx_cb_left_wing_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_right_cannon_arm_critical,nsx_cb_right_cannon_arm_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_right_lower_engine_critical,nsx_cb_right_lower_engine_intact,no_high_confidence_fire_smoke,0,0
nsx_cb_right_wing_critical,nsx_cb_right_wing_intact,no_high_confidence_fire_smoke,0,0
nsx_mc_core_torso_critical,nsx_mc_core_torso_intact,candidate_generated,2643,35
nsx_mc_head_critical,nsx_mc_head_intact,candidate_generated,531,0
nsx_mc_left_furnace_arm_critical,nsx_mc_left_furnace_arm_intact,candidate_generated,1102,27
nsx_mc_left_wing_critical,nsx_mc_left_wing_intact,candidate_generated,1122,0
nsx_mc_lower_hull_critical,nsx_mc_lower_hull_intact,candidate_generated,904,34
nsx_mc_right_furnace_arm_critical,nsx_mc_right_furnace_arm_intact,candidate_generated,1118,1
nsx_mc_right_wing_critical,nsx_mc_right_wing_intact,candidate_generated,1158,1
nsx_grf_core_hull_critical,nsx_grf_core_hull_intact,no_high_confidence_fire_smoke,0,0
nsx_grf_ice_ram_critical,nsx_grf_ice_ram_intact,no_high_confidence_fire_smoke,0,0
nsx_grf_left_rail_turret_critical,nsx_grf_left_rail_turret_intact,candidate_generated,0,1365
nsx_grf_left_track_critical,nsx_grf_left_track_intact,no_high_confidence_fire_smoke,0,0
nsx_grf_right_rail_turret_critical,nsx_grf_right_rail_turret_intact,no_high_confidence_fire_smoke,0,0
nsx_grf_right_track_critical,nsx_grf_right_track_intact,no_high_confidence_fire_smoke,0,0
nsx_odt_core_hull_critical,nsx_odt_core_hull_intact,candidate_generated,3805,0
nsx_odt_drill_ram_critical,nsx_odt_drill_ram_intact,candidate_generated,1510,0
nsx_odt_left_furnace_turret_critical,nsx_odt_left_furnace_turret_intact,candidate_generated,1272,17
nsx_odt_left_track_critical,nsx_odt_left_track_intact,candidate_generated,808,0
nsx_odt_right_furnace_turret_critical,nsx_odt_right_furnace_turret_intact,candidate_generated,1205,0
nsx_odt_right_track_critical,nsx_odt_right_track_intact,candidate_generated,816,0
nrmp_left_siege_arm_critical,nrmp_left_siege_arm_intact,size_mismatch,0,0
nrmp_left_siege_arm_damaged,nrmp_left_siege_arm_intact,size_mismatch,0,0
nrmp_right_siege_arm_critical,nrmp_right_siege_arm_intact,size_mismatch,0,0
nrmp_right_siege_arm_damaged,nrmp_right_siege_arm_intact,size_mismatch,0,0
nmrv_right_track_critical,nmrv_right_track_intact,size_mismatch,0,0
nmrv_right_track_damaged,nmrv_right_track_intact,size_mismatch,0,0
nmrv_left_track_critical,nmrv_left_track_intact,size_mismatch,0,0
nmrv_left_track_damaged,nmrv_left_track_intact,size_mismatch,0,0
ncyc_left_weapon_rack_critical,ncyc_left_weapon_rack_intact,size_mismatch,0,0
ncyc_command_core_damaged,ncyc_command_core_intact,size_mismatch,0,0
nslc_right_rear_legs_critical,nslc_right_rear_legs_intact,size_mismatch,0,0
nmrv_right_weapon_pod_critical,nmrv_right_weapon_pod_intact,size_mismatch,0,0
nrmp_gun_decks_critical,nrmp_gun_decks_intact,size_mismatch,0,0
nrmp_gun_decks_damaged,nrmp_gun_decks_intact,size_mismatch,0,0
nlgt_right_weapon_pod_damaged,nlgt_right_weapon_pod_intact,size_mismatch,0,0
ncyc_command_core_critical,ncyc_command_core_intact,size_mismatch,0,0
nmrv_right_weapon_pod_damaged,nmrv_right_weapon_pod_intact,size_mismatch,0,0
ncyc_right_weapon_rack_critical,ncyc_right_weapon_rack_intact,size_mismatch,0,0
ncyc_right_weapon_rack_damaged,ncyc_right_weapon_rack_intact,no_high_confidence_fire_smoke,0,0
ncyc_left_weapon_rack_damaged,ncyc_left_weapon_rack_intact,no_high_confidence_fire_smoke,0,0
nslc_right_rear_legs_damaged,nslc_right_rear_legs_intact,size_mismatch,0,0
nslc_left_rear_legs_critical,nslc_left_rear_legs_intact,size_mismatch,0,0
nslc_left_rear_legs_damaged,nslc_left_rear_legs_intact,size_mismatch,0,0
nmrv_left_weapon_pod_critical,nmrv_left_weapon_pod_intact,size_mismatch,0,0
nmrv_left_weapon_pod_damaged,nmrv_left_weapon_pod_intact,no_high_confidence_fire_smoke,0,0
nlgt_right_weapon_pod_critical,nlgt_right_weapon_pod_intact,size_mismatch,0,0
nslc_right_front_legs_damaged,nslc_right_front_legs_intact,size_mismatch,0,0
nslc_reactor_turret_critical,nslc_reactor_turret_intact,candidate_generated,528,0
nslc_reactor_turret_damaged,nslc_reactor_turret_intact,size_mismatch,0,0
nlgt_left_weapon_pod_critical,nlgt_left_weapon_pod_intact,no_high_confidence_fire_smoke,0,0
nlgt_left_weapon_pod_damaged,nlgt_left_weapon_pod_intact,no_high_confidence_fire_smoke,0,0
ntxl_left_claw_critical,ntxl_left_claw_intact,size_mismatch,0,0
nlgt_front_weapon_damaged,nlgt_front_weapon_intact,size_mismatch,0,0
nslc_left_front_legs_damaged,nslc_left_front_legs_intact,size_mismatch,0,0
nlgt_front_weapon_critical,nlgt_front_weapon_intact,size_mismatch,0,0
nmrv_front_weapon_critical,nmrv_front_weapon_intact,no_high_confidence_fire_smoke,0,0
nmrv_front_weapon_damaged,nmrv_front_weapon_intact,no_high_confidence_fire_smoke,0,0
nslc_left_front_legs_critical,nslc_left_front_legs_intact,candidate_generated,764,0
nslc_right_front_legs_critical,nslc_right_front_legs_intact,candidate_generated,618,0
nlgt_right_track_damaged,nlgt_right_track_intact,size_mismatch,0,0
nmrv_turret_core_critical,nmrv_turret_core_intact,size_mismatch,0,0
nlgt_right_track_critical,nlgt_right_track_intact,size_mismatch,0,0
ntxl_left_claw_damaged,ntxl_left_claw_intact,no_high_confidence_fire_smoke,0,0
ntxl_right_claw_critical,ntxl_right_claw_intact,size_mismatch,0,0
ntxl_right_claw_damaged,ntxl_right_claw_intact,size_mismatch,0,0
nslc_right_crusher_claw_damaged,nslc_right_crusher_claw_intact,size_mismatch,0,0
nlgt_hull_damaged,nlgt_hull_intact,size_mismatch,0,0
nlgt_left_track_damaged,nlgt_left_track_intact,size_mismatch,0,0
nslc_right_crusher_claw_critical,nslc_right_crusher_claw_intact,size_mismatch,0,0
nmrv_turret_core_damaged,nmrv_turret_core_intact,size_mismatch,0,0
nlgt_turret_core_critical,nlgt_turret_core_intact,size_mismatch,0,0
nlgt_turret_core_damaged,nlgt_turret_core_intact,size_mismatch,0,0
nlgt_hull_critical,nlgt_hull_intact,size_mismatch,0,0
nrmp_command_core_damaged,nrmp_command_core_intact,size_mismatch,0,0
nslc_left_crusher_claw_critical,nslc_left_crusher_claw_intact,size_mismatch,0,0
nslc_left_crusher_claw_damaged,nslc_left_crusher_claw_intact,candidate_generated,356,0
ncyc_nose_critical,ncyc_nose_intact,size_mismatch,0,0
ntxl_head_core_critical,ntxl_head_core_intact,size_mismatch,0,0
ntxl_head_core_damaged,ntxl_head_core_intact,no_high_confidence_fire_smoke,0,0
ncyc_right_engine_pods_damaged,ncyc_right_engine_pods_intact,size_mismatch,0,0
nmrv_hull_critical,nmrv_hull_intact,size_mismatch,0,0
nrmp_command_core_critical,nrmp_command_core_intact,size_mismatch,0,0
nlgt_left_track_critical,nlgt_left_track_intact,size_mismatch,0,0
nslc_head_cab_critical,nslc_head_cab_intact,size_mismatch,0,0
ncyc_left_engine_pods_damaged,ncyc_left_engine_pods_intact,size_mismatch,0,0
nslc_head_cab_damaged,nslc_head_cab_intact,size_mismatch,0,0
nmrv_hull_damaged,nmrv_hull_intact,no_high_confidence_fire_smoke,0,0
ncyc_right_engine_pods_critical,ncyc_right_engine_pods_intact,size_mismatch,0,0
ncyc_left_engine_pods_critical,ncyc_left_engine_pods_intact,size_mismatch,0,0
nlgt_rear_engine_critical,nlgt_rear_engine_intact,size_mismatch,0,0
ncyc_tail_critical,ncyc_tail_intact,size_mismatch,0,0
ncyc_nose_damaged,ncyc_nose_intact,size_mismatch,0,0
nmrv_rear_engine_damaged,nmrv_rear_engine_intact,size_mismatch,0,0
ntxl_body_segment_03_critical,ntxl_body_segment_03_intact,size_mismatch,0,0
nmrv_rear_engine_critical,nmrv_rear_engine_intact,size_mismatch,0,0
ncyc_tail_damaged,ncyc_tail_intact,size_mismatch,0,0
nrmp_ram_gate_critical,nrmp_ram_gate_intact,no_high_confidence_fire_smoke,0,0
nrmp_ram_gate_damaged,nrmp_ram_gate_intact,no_high_confidence_fire_smoke,0,0
ntxl_body_segment_03_damaged,ntxl_body_segment_03_intact,size_mismatch,0,0
ntxl_body_segment_05_critical,ntxl_body_segment_05_intact,size_mismatch,0,0
nlgt_rear_engine_damaged,nlgt_rear_engine_intact,size_mismatch,0,0
nslc_central_hull_critical,nslc_central_hull_intact,size_mismatch,0,0
nslc_central_hull_damaged,nslc_central_hull_intact,size_mismatch,0,0
ntxl_body_segment_02_critical,ntxl_body_segment_02_intact,size_mismatch,0,0
ntxl_body_segment_05_damaged,ntxl_body_segment_05_intact,size_mismatch,0,0
ntxl_body_segment_04_critical,ntxl_body_segment_04_intact,size_mismatch,0,0
ntxl_body_segment_01_critical,ntxl_body_segment_01_intact,size_mismatch,0,0
ntxl_body_segment_04_damaged,ntxl_body_segment_04_intact,size_mismatch,0,0
ntxl_body_segment_06_critical,ntxl_body_segment_06_intact,size_mismatch,0,0
ntxl_body_segment_01_damaged,ntxl_body_segment_01_intact,size_mismatch,0,0
ntxl_body_segment_06_damaged,ntxl_body_segment_06_intact,size_mismatch,0,0
ntxl_body_segment_02_damaged,ntxl_body_segment_02_intact,size_mismatch,0,0
ntxl_tail_blade_critical,ntxl_tail_blade_intact,size_mismatch,0,0
ntxl_tail_blade_damaged,ntxl_tail_blade_intact,size_mismatch,0,0
