pack,asset,stage,category,tier,weapon_profile,pattern_count,pattern_ids,preview,review_flags
volume_1_patterns,roster-ammo-crate,1,hazard,,radial,3,ammo-crate-proximity-bloom | ammo-crate-delayed-cross | ammo-crate-flak-blossom,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-swarm-leader-drone,6,air,,dual,3,swarm-leader-drone-aimed-burst | swarm-leader-drone-bracket-fan | swarm-leader-drone-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-twin-rotor-gunship,6,air,,dual,3,twin-rotor-gunship-aimed-burst | twin-rotor-gunship-bracket-fan | twin-rotor-gunship-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-armored-lamprey,7,bio,,dual,3,armored-lamprey-aimed-burst | armored-lamprey-bracket-fan | armored-lamprey-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-armored-sludge-barge,7,naval,,dual,3,armored-sludge-barge-aimed-burst | armored-sludge-barge-bracket-fan | armored-sludge-barge-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-dual-scoop-dredger-miniboss,7,naval,,dual,3,dual-scoop-dredger-miniboss-aimed-burst | dual-scoop-dredger-miniboss-bracket-fan | dual-scoop-dredger-miniboss-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-pipe-crawler,7,ground,,single,3,pipe-crawler-aimed-burst | pipe-crawler-bracket-fan | pipe-crawler-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-piston-pump-walker,7,ground,,single,3,piston-pump-walker-aimed-burst | piston-pump-walker-bracket-fan | piston-pump-walker-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-sampling-drone,7,missile,,dual,3,sampling-drone-aimed-burst | sampling-drone-bracket-fan | sampling-drone-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-sewer-serpent,7,bio,,dual,3,sewer-serpent-aimed-burst | sewer-serpent-bracket-fan | sewer-serpent-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-sludge-mine,7,hazard,,radial,3,sludge-mine-proximity-bloom | sludge-mine-delayed-cross | sludge-mine-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-toxic-canister,7,hazard,,radial,3,toxic-canister-proximity-bloom | toxic-canister-delayed-cross | toxic-canister-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-toxic-mini-tank,7,ground,,single,3,toxic-mini-tank-aimed-burst | toxic-mini-tank-bracket-fan | toxic-mini-tank-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-toxic-skimmer,7,bio,,dual,3,toxic-skimmer-aimed-burst | toxic-skimmer-bracket-fan | toxic-skimmer-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-valve-turret,7,ground,,single,3,valve-turret-aimed-burst | valve-turret-bracket-fan | valve-turret-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-mutant-bio-mech,7,bio,,dual,3,mutant-bio-mech-aimed-burst | mutant-bio-mech-bracket-fan | mutant-bio-mech-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-pipe-crawler,7,ground,,single,3,pipe-crawler-aimed-burst | pipe-crawler-bracket-fan | pipe-crawler-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-pipe-turret,7,ground,,single,3,pipe-turret-aimed-burst | pipe-turret-bracket-fan | pipe-turret-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-pump-station-drone,7,air,,dual,3,pump-station-drone-aimed-burst | pump-station-drone-bracket-fan | pump-station-drone-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-purifier-gunship,7,air,,dual,3,purifier-gunship-aimed-burst | purifier-gunship-bracket-fan | purifier-gunship-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-sewer-maintenance-drone,7,air,,dual,3,sewer-maintenance-drone-aimed-burst | sewer-maintenance-drone-bracket-fan | sewer-maintenance-drone-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-sewer-tracked-artillery,7,ground,,single,3,sewer-tracked-artillery-aimed-burst | sewer-tracked-artillery-bracket-fan | sewer-tracked-artillery-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-sludge-barrel-cluster,7,hazard,,radial,3,sludge-barrel-cluster-proximity-bloom | sludge-barrel-cluster-delayed-cross | sludge-barrel-cluster-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-sludge-battle-tank,7,ground,,single,3,sludge-battle-tank-aimed-burst | sludge-battle-tank-bracket-fan | sludge-battle-tank-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-toxic-bat-drone,7,bio,,dual,3,toxic-bat-drone-aimed-burst | toxic-bat-drone-bracket-fan | toxic-bat-drone-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-toxic-mine,7,hazard,,radial,3,toxic-mine-proximity-bloom | toxic-mine-delayed-cross | toxic-mine-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-toxic-mini-tank,7,ground,,single,3,toxic-mini-tank-aimed-burst | toxic-mini-tank-bracket-fan | toxic-mini-tank-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-waste-skimmer,7,air,,dual,3,waste-skimmer-aimed-burst | waste-skimmer-bracket-fan | waste-skimmer-spore-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-armored-leech,8,bio,,dual,3,armored-leech-aimed-burst | armored-leech-bracket-fan | armored-leech-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-bone-interceptor,8,air,,dual,3,bone-interceptor-aimed-burst | bone-interceptor-bracket-fan | bone-interceptor-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-bone-manta,8,air,,dual,3,bone-manta-aimed-burst | bone-manta-bracket-fan | bone-manta-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-hunter-pod,8,hazard,,radial,3,hunter-pod-proximity-bloom | hunter-pod-delayed-cross | hunter-pod-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-multi-eye-death-orb,8,hazard,,radial,3,multi-eye-death-orb-proximity-bloom | multi-eye-death-orb-delayed-cross | multi-eye-death-orb-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-parasite-drone,8,bio,,dual,3,parasite-drone-aimed-burst | parasite-drone-bracket-fan | parasite-drone-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-razor-disc,8,air,,dual,3,razor-disc-aimed-burst | razor-disc-bracket-fan | razor-disc-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-skull-mine,8,hazard,,radial,3,skull-mine-proximity-bloom | skull-mine-delayed-cross | skull-mine-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-spawn-carrier-miniboss,8,missile,,dual,3,spawn-carrier-miniboss-aimed-burst | spawn-carrier-miniboss-bracket-fan | spawn-carrier-miniboss-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-symbiote-fighter,8,bio,,dual,3,symbiote-fighter-aimed-burst | symbiote-fighter-bracket-fan | symbiote-fighter-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-tentacle-cannon,8,bio,,dual,3,tentacle-cannon-aimed-burst | tentacle-cannon-bracket-fan | tentacle-cannon-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-void-bomber,8,bomber,,bomb,3,void-bomber-aimed-burst | void-bomber-bracket-fan | void-bomber-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-alien-fury-fighter,8,air,,dual,3,alien-fury-fighter-aimed-burst | alien-fury-fighter-bracket-fan | alien-fury-fighter-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-alien-mini-crawler,8,ground,,single,3,alien-mini-crawler-aimed-burst | alien-mini-crawler-bracket-fan | alien-mini-crawler-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-alien-tank-crawler,8,ground,,single,3,alien-tank-crawler-aimed-burst | alien-tank-crawler-bracket-fan | alien-tank-crawler-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-bio-artillery,8,ground,,single,3,bio-artillery-aimed-burst | bio-artillery-bracket-fan | bio-artillery-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-blade-skimmer,8,air,,dual,3,blade-skimmer-aimed-burst | blade-skimmer-bracket-fan | blade-skimmer-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-chaos-alien-bomber,8,bomber,,bomb,3,chaos-alien-bomber-aimed-burst | chaos-alien-bomber-bracket-fan | chaos-alien-bomber-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-chaos-incubation-pod,8,hazard,,radial,3,chaos-incubation-pod-proximity-bloom | chaos-incubation-pod-delayed-cross | chaos-incubation-pod-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-living-eye-turret,8,ground,,single,3,living-eye-turret-aimed-burst | living-eye-turret-bracket-fan | living-eye-turret-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-rage-carrier,8,missile,,dual,3,rage-carrier-aimed-burst | rage-carrier-bracket-fan | rage-carrier-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-rage-mine,8,hazard,,radial,3,rage-mine-proximity-bloom | rage-mine-delayed-cross | rage-mine-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-swarm-drone,8,air,,dual,3,swarm-drone-aimed-burst | swarm-drone-bracket-fan | swarm-drone-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-symbiote-beast,8,bio,,dual,3,symbiote-beast-aimed-burst | symbiote-beast-bracket-fan | symbiote-beast-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-tentacle-gunship,8,bio,,dual,3,tentacle-gunship-aimed-burst | tentacle-gunship-bracket-fan | tentacle-gunship-void-razor,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-alien-beacon,9,hazard,,radial,3,alien-beacon-proximity-bloom | alien-beacon-delayed-cross | alien-beacon-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-chronal-crawler-tank,9,ground,,single,3,chronal-crawler-tank-aimed-burst | chronal-crawler-tank-bracket-fan | chronal-crawler-tank-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-comet-skimmer,9,air,,dual,3,comet-skimmer-aimed-burst | comet-skimmer-bracket-fan | comet-skimmer-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-dimensional-gunship,9,energy,,single,3,dimensional-gunship-aimed-burst | dimensional-gunship-bracket-fan | dimensional-gunship-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-galaxy-interceptor,9,energy,,single,3,galaxy-interceptor-aimed-burst | galaxy-interceptor-bracket-fan | galaxy-interceptor-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-gate-carrier,9,missile,,dual,3,gate-carrier-aimed-burst | gate-carrier-bracket-fan | gate-carrier-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-gate-turret,9,ground,,single,3,gate-turret-aimed-burst | gate-turret-bracket-fan | gate-turret-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-gravity-artillery,9,ground,,single,3,gravity-artillery-aimed-burst | gravity-artillery-bracket-fan | gravity-artillery-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-hyperspace-prism,9,energy,,single,3,hyperspace-prism-aimed-burst | hyperspace-prism-bracket-fan | hyperspace-prism-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-mini-warp-tank,9,ground,,single,3,mini-warp-tank-aimed-burst | mini-warp-tank-bracket-fan | mini-warp-tank-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-ring-drone,9,air,,dual,3,ring-drone-aimed-burst | ring-drone-bracket-fan | ring-drone-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-singularity-mine,9,hazard,,radial,3,singularity-mine-proximity-bloom | singularity-mine-delayed-cross | singularity-mine-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-warp-bomber,9,bomber,,bomb,3,warp-bomber-aimed-burst | warp-bomber-bracket-fan | warp-bomber-warp-lattice,,metadata only; per-enemy runtime frames absent
volume_2_systems,airbase-grey-scout,4,scout,standard,,4,airbase-grey-scout-aimed-burst | airbase-grey-scout-bracket-fan | airbase-grey-scout-dash-burst | airbase-grey-scout-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/airbase-grey-scout/airbase-grey-scout-preview.gif,
volume_2_systems,airbase-heavy-fighter,4,air,standard,,4,airbase-heavy-fighter-aimed-burst | airbase-heavy-fighter-bracket-fan | airbase-heavy-fighter-weaving-fan | airbase-heavy-fighter-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/airbase-heavy-fighter/airbase-heavy-fighter-preview.gif,
volume_2_systems,airbase-olive-jet,4,air,standard,,4,airbase-olive-jet-aimed-burst | airbase-olive-jet-bracket-fan | airbase-olive-jet-weaving-fan | airbase-olive-jet-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/airbase-olive-jet/airbase-olive-jet-preview.gif,death dissolves/fades
volume_2_systems,airbase-strike-wing,4,air,standard,,4,airbase-strike-wing-aimed-burst | airbase-strike-wing-bracket-fan | airbase-strike-wing-weaving-fan | airbase-strike-wing-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/airbase-strike-wing/airbase-strike-wing-preview.gif,
volume_2_systems,ammo-crate,1,hazard,standard,,4,ammo-crate-proximity-bloom | ammo-crate-fuse-burst | ammo-crate-chain-detonation | ammo-crate-rage-ring,CF_EnemyCombatSystems-Vol.2/Edited/ammo-crate/ammo-crate-preview.gif,death dissolves/fades
volume_2_systems,black-delta,6,air,standard,,4,black-delta-aimed-burst | black-delta-bracket-fan | black-delta-weaving-fan | black-delta-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/black-delta/black-delta-preview.gif,
volume_2_systems,blacksteel-carrier,6,carrier,elite,,4,blacksteel-carrier-aimed-burst | blacksteel-carrier-bracket-fan | blacksteel-carrier-turret-lattice | blacksteel-carrier-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/blacksteel-carrier/blacksteel-carrier-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,camo-attack-jet,1,air,standard,,4,camo-attack-jet-aimed-burst | camo-attack-jet-bracket-fan | camo-attack-jet-weaving-fan | camo-attack-jet-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/camo-attack-jet/camo-attack-jet-preview.gif,death dissolves/fades
volume_2_systems,cryo-spear,3,carrier,elite,,4,cryo-spear-aimed-burst | cryo-spear-bracket-fan | cryo-spear-turret-lattice | cryo-spear-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/cryo-spear/cryo-spear-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,crystal-breaker,9,razor,standard,,4,crystal-breaker-aimed-burst | crystal-breaker-bracket-fan | crystal-breaker-razor-spiral | crystal-breaker-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/crystal-breaker/crystal-breaker-preview.gif,death dissolves/fades
volume_2_systems,ember-interceptor,6,scout,standard,,4,ember-interceptor-aimed-burst | ember-interceptor-bracket-fan | ember-interceptor-dash-burst | ember-interceptor-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/ember-interceptor/ember-interceptor-preview.gif,
volume_2_systems,fuel-barrel,1,hazard,standard,,4,fuel-barrel-proximity-bloom | fuel-barrel-fuse-burst | fuel-barrel-chain-detonation | fuel-barrel-rage-ring,CF_EnemyCombatSystems-Vol.2/Edited/fuel-barrel/fuel-barrel-preview.gif,death dissolves/fades
volume_2_systems,fuel-tank,1,hazard,standard,,4,fuel-tank-proximity-bloom | fuel-tank-fuse-burst | fuel-tank-chain-detonation | fuel-tank-rage-ring,CF_EnemyCombatSystems-Vol.2/Edited/fuel-tank/fuel-tank-preview.gif,death dissolves/fades
volume_2_systems,furious-bloodwing,8,manta,elite,,4,furious-bloodwing-aimed-burst | furious-bloodwing-bracket-fan | furious-bloodwing-crescent-sweep | furious-bloodwing-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/furious-bloodwing/furious-bloodwing-preview.gif,death dissolves/fades
volume_2_systems,furious-core-leviathan,8,fortress,boss,,4,furious-core-leviathan-aimed-burst | furious-core-leviathan-bracket-fan | furious-core-leviathan-section-barrage | furious-core-leviathan-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/furious-core-leviathan/furious-core-leviathan-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,furious-null-disk,8,razor,elite,,4,furious-null-disk-aimed-burst | furious-null-disk-bracket-fan | furious-null-disk-razor-spiral | furious-null-disk-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/furious-null-disk/furious-null-disk-preview.gif,death dissolves/fades
volume_2_systems,furious-void-razor,8,razor,elite,,4,furious-void-razor-aimed-burst | furious-void-razor-bracket-fan | furious-void-razor-razor-spiral | furious-void-razor-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/furious-void-razor/furious-void-razor-preview.gif,death dissolves/fades
volume_2_systems,gravity-leech,9,bio,standard,,4,gravity-leech-aimed-burst | gravity-leech-bracket-fan | gravity-leech-leech-chain | gravity-leech-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/gravity-leech/gravity-leech-preview.gif,death dissolves/fades
volume_2_systems,inferno-reaver,2,carrier,elite,,4,inferno-reaver-aimed-burst | inferno-reaver-bracket-fan | inferno-reaver-turret-lattice | inferno-reaver-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/inferno-reaver/inferno-reaver-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,jungle-apc,1,ground,standard,,4,jungle-apc-aimed-burst | jungle-apc-bracket-fan | jungle-apc-armored-bracket | jungle-apc-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/jungle-apc/jungle-apc-preview.gif,death dissolves/fades
volume_2_systems,jungle-bomber,1,bomber,standard,,4,jungle-bomber-aimed-burst | jungle-bomber-bracket-fan | jungle-bomber-bomb-corridor | jungle-bomber-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/jungle-bomber/jungle-bomber-preview.gif,death dissolves/fades
volume_2_systems,jungle-cruiser,1,carrier,elite,,4,jungle-cruiser-aimed-burst | jungle-cruiser-bracket-fan | jungle-cruiser-turret-lattice | jungle-cruiser-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/jungle-cruiser/jungle-cruiser-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,jungle-heavy-tank,1,ground,standard,,4,jungle-heavy-tank-aimed-burst | jungle-heavy-tank-bracket-fan | jungle-heavy-tank-armored-bracket | jungle-heavy-tank-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/jungle-heavy-tank/jungle-heavy-tank-preview.gif,death dissolves/fades
volume_2_systems,jungle-mini-tank,1,ground,standard,,4,jungle-mini-tank-aimed-burst | jungle-mini-tank-bracket-fan | jungle-mini-tank-armored-bracket | jungle-mini-tank-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/jungle-mini-tank/jungle-mini-tank-preview.gif,death dissolves/fades
volume_2_systems,landing-craft,1,naval,standard,,4,landing-craft-aimed-burst | landing-craft-bracket-fan | landing-craft-wake-crossfire | landing-craft-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/landing-craft/landing-craft-preview.gif,death dissolves/fades
volume_2_systems,magmaward-critical,2,fortress,boss,,4,magmaward-critical-aimed-burst | magmaward-critical-bracket-fan | magmaward-critical-section-barrage | magmaward-critical-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/magmaward-critical/magmaward-critical-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,missile-gunboat,1,missile,standard,,4,missile-gunboat-aimed-burst | missile-gunboat-bracket-fan | missile-gunboat-seeker-salvo | missile-gunboat-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/missile-gunboat/missile-gunboat-preview.gif,death dissolves/fades
volume_2_systems,needle-fighter,6,needle,standard,,4,needle-fighter-aimed-burst | needle-fighter-bracket-fan | needle-fighter-needle-cross | needle-fighter-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/needle-fighter/needle-fighter-preview.gif,
volume_2_systems,olive-carrier,4,carrier,elite,,4,olive-carrier-aimed-burst | olive-carrier-bracket-fan | olive-carrier-turret-lattice | olive-carrier-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/olive-carrier/olive-carrier-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,olive-warden-critical,4,fortress,boss,,4,olive-warden-critical-aimed-burst | olive-warden-critical-bracket-fan | olive-warden-critical-section-barrage | olive-warden-critical-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/olive-warden-critical/olive-warden-critical-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,prism-needle,9,needle,standard,,4,prism-needle-aimed-burst | prism-needle-bracket-fan | prism-needle-needle-cross | prism-needle-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/prism-needle/prism-needle-preview.gif,
volume_2_systems,prop-attack-plane,1,air,standard,,4,prop-attack-plane-aimed-burst | prop-attack-plane-bracket-fan | prop-attack-plane-weaving-fan | prop-attack-plane-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/prop-attack-plane/prop-attack-plane-preview.gif,death dissolves/fades
volume_2_systems,rimewall-critical,3,fortress,boss,,4,rimewall-critical-aimed-burst | rimewall-critical-bracket-fan | rimewall-critical-section-barrage | rimewall-critical-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/rimewall-critical/rimewall-critical-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,river-corvette,1,naval,standard,,4,river-corvette-aimed-burst | river-corvette-bracket-fan | river-corvette-wake-crossfire | river-corvette-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/river-corvette/river-corvette-preview.gif,death dissolves/fades
volume_2_systems,river-mine,1,hazard,standard,,4,river-mine-proximity-bloom | river-mine-fuse-burst | river-mine-chain-detonation | river-mine-rage-ring,CF_EnemyCombatSystems-Vol.2/Edited/river-mine/river-mine-preview.gif,death dissolves/fades
volume_2_systems,river-patrol-boat,1,naval,standard,,4,river-patrol-boat-aimed-burst | river-patrol-boat-bracket-fan | river-patrol-boat-wake-crossfire | river-patrol-boat-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/river-patrol-boat/river-patrol-boat-preview.gif,death dissolves/fades
volume_2_systems,rocket-buggy,1,missile,standard,,4,rocket-buggy-aimed-burst | rocket-buggy-bracket-fan | rocket-buggy-seeker-salvo | rocket-buggy-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/rocket-buggy/rocket-buggy-preview.gif,death dissolves/fades
volume_2_systems,silver-tempest-bomber,6,bomber,elite,,4,silver-tempest-bomber-aimed-burst | silver-tempest-bomber-bracket-fan | silver-tempest-bomber-bomb-corridor | silver-tempest-bomber-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/silver-tempest-bomber/silver-tempest-bomber-preview.gif,death dissolves/fades
volume_2_systems,storm-heavy-bomber,6,bomber,elite,,4,storm-heavy-bomber-aimed-burst | storm-heavy-bomber-bracket-fan | storm-heavy-bomber-bomb-corridor | storm-heavy-bomber-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/storm-heavy-bomber/storm-heavy-bomber-preview.gif,
volume_2_systems,storm-olive-fortress,6,ground,elite,,4,storm-olive-fortress-aimed-burst | storm-olive-fortress-bracket-fan | storm-olive-fortress-armored-bracket | storm-olive-fortress-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/storm-olive-fortress/storm-olive-fortress-preview.gif,death dissolves/fades
volume_2_systems,storm-warhead-silo,6,missile,elite,,4,storm-warhead-silo-aimed-burst | storm-warhead-silo-bracket-fan | storm-warhead-silo-seeker-salvo | storm-warhead-silo-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/storm-warhead-silo/storm-warhead-silo-preview.gif,death dissolves/fades
volume_2_systems,temporal-splitter,9,missile,standard,,4,temporal-splitter-aimed-burst | temporal-splitter-bracket-fan | temporal-splitter-seeker-salvo | temporal-splitter-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/temporal-splitter/temporal-splitter-preview.gif,death dissolves/fades
volume_2_systems,twinwing-striker,6,air,standard,,4,twinwing-striker-aimed-burst | twinwing-striker-bracket-fan | twinwing-striker-weaving-fan | twinwing-striker-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/twinwing-striker/twinwing-striker-preview.gif,death dissolves/fades
volume_2_systems,void-bat,8,manta,elite,,4,void-bat-aimed-burst | void-bat-bracket-fan | void-bat-crescent-sweep | void-bat-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/void-bat/void-bat-preview.gif,death dissolves/fades; frame touches canvas border
volume_2_systems,void-manta,9,manta,standard,,4,void-manta-aimed-burst | void-manta-bracket-fan | void-manta-crescent-sweep | void-manta-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/void-manta/void-manta-preview.gif,death dissolves/fades
volume_2_systems,vtol-gunship,1,air,standard,,4,vtol-gunship-aimed-burst | vtol-gunship-bracket-fan | vtol-gunship-weaving-fan | vtol-gunship-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/vtol-gunship/vtol-gunship-preview.gif,death dissolves/fades
volume_2_systems,warp-skimmer,9,scout,standard,,4,warp-skimmer-aimed-burst | warp-skimmer-bracket-fan | warp-skimmer-dash-burst | warp-skimmer-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/warp-skimmer/warp-skimmer-preview.gif,
volume_2_systems,warp-warden,9,carrier,elite,,4,warp-warden-aimed-burst | warp-warden-bracket-fan | warp-warden-turret-lattice | warp-warden-critical-rage,CF_EnemyCombatSystems-Vol.2/Edited/warp-warden/warp-warden-preview.gif,death dissolves/fades; frame touches canvas border
